year,district,region,season,crop,area_hectares,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,yield_tonnes_ha,production_tonnes
2016,Sangli,Western Maharashtra,Kharif,Rice,1928.25,523.37,27.04,39.41,7.62,126.88,54.57,35.47,53.87,1.623,3129.17
2009,Nandurbar,Khandesh,Kharif,Soybean,881.51,749.81,23.81,52.04,7.64,81.82,19.75,32.0,50.0,0.801,706.31
2003,Jalgaon,Khandesh,Rabi,Cotton,1845.78,559.93,25.79,46.66,7.08,93.65,43.95,13.91,50.0,1.975,3645.65
2020,Wardha,Vidarbha,Rabi,Maize,663.57,785.54,31.78,63.33,6.83,83.67,40.03,18.29,50.0,1.157,767.74
2022,Mumbai Suburban,Konkan,Kharif,Bajra,859.98,2989.39,26.06,64.61,6.79,52.23,23.43,13.81,50.0,0.671,577.32
2017,Bhandara,Vidarbha,Kharif,Wheat,266.99,1124.43,24.29,62.01,6.62,79.26,26.59,11.17,50.0,1.254,334.83
2020,Mumbai Suburban,Konkan,Kharif,Soybean,2086.53,2496.84,27.77,58.9,7.07,67.19,34.82,39.84,50.0,0.774,1615.79
2012,Buldhana,Vidarbha,Rabi,Bajra,766.27,743.78,24.34,74.75,6.78,53.56,18.51,28.55,50.0,0.794,608.13
2021,Hingoli,Marathwada,Kharif,Soybean,3601.09,541.49,28.55,59.35,7.04,72.98,37.55,24.46,50.0,1.753,6312.58
2006,Nagpur,Vidarbha,Kharif,Onion,2131.81,1143.2,26.28,66.61,5.9,80.09,38.04,16.43,50.0,9.102,19403.42
2023,Satara,Western Maharashtra,Kharif,Rice,3305.61,1308.4,28.66,68.34,6.15,90.64,65.22,31.36,50.97,2.924,9667.15
2019,Sangli,Western Maharashtra,Kharif,Gram,1166.68,697.45,28.18,51.62,7.12,36.59,27.0,14.5,50.0,0.421,490.63
2025,Dhule,Khandesh,Rabi,Bajra,1017.2,507.18,25.65,51.84,7.54,79.79,16.07,27.3,50.0,0.904,919.36
2015,Chandrapur,Vidarbha,Kharif,Soybean,542.31,1081.75,27.45,67.34,6.29,62.81,35.68,22.33,50.0,1.298,703.8
2012,Sangli,Western Maharashtra,Rabi,Maize,2796.97,529.41,24.49,75.96,6.91,91.97,27.73,19.73,50.0,2.777,7766.69
2005,Raigad,Konkan,Kharif,Jowar,1152.0,2801.77,27.3,66.45,6.83,43.86,31.09,10.0,50.0,0.695,801.02
2011,Beed,Marathwada,Kharif,Wheat,564.83,522.49,30.93,61.6,7.13,100.02,47.37,19.17,50.0,0.484,273.61
2000,Latur,Marathwada,Kharif,Cotton,1643.96,626.51,28.44,58.02,7.4,83.93,41.69,36.02,50.0,1.46,2399.45
2006,Palghar,Konkan,Rabi,Rice,433.07,2072.2,27.54,62.34,6.75,97.59,73.77,39.86,50.0,3.228,1397.84
2024,Sangli,Western Maharashtra,Rabi,Wheat,2019.84,528.64,28.82,57.99,6.86,71.91,53.71,32.46,50.0,0.97,1959.61
2011,Thane,Konkan,Kharif,Onion,3085.96,1793.27,22.41,53.02,6.5,66.46,28.31,26.16,50.0,8.05,24841.65
2021,Bhandara,Vidarbha,Rabi,Onion,1262.75,914.53,26.07,46.99,6.1,81.99,42.32,10.0,50.0,11.83,14938.54
2025,Palghar,Konkan,Kharif,Gram,798.14,2222.66,26.9,59.77,6.72,29.88,23.06,10.0,50.0,0.306,244.38
2015,Bhandara,Vidarbha,Rabi,Bajra,1571.63,1175.24,25.81,61.85,6.93,33.55,29.45,31.95,50.0,0.609,957.08
2018,Dhule,Khandesh,Rabi,Soybean,958.1,513.17,26.86,63.75,6.78,81.93,39.91,31.13,50.0,1.91,1829.83
2007,Latur,Marathwada,Kharif,Bajra,478.26,1008.61,27.93,66.47,7.52,54.74,34.81,27.0,50.0,0.457,218.62
2021,Dhule,Khandesh,Rabi,Bajra,863.35,495.44,26.37,57.39,7.42,42.49,17.56,10.7,50.0,0.91,786.01
2021,Parbhani,Marathwada,Rabi,Cotton,877.62,712.48,26.52,71.0,7.21,66.36,34.82,31.75,61.24,1.579,1385.63
2000,Solapur,Western Maharashtra,Kharif,Gram,717.51,268.38,27.7,65.39,6.92,32.54,22.44,12.38,50.0,0.42,301.42
2007,Ratnagiri,Konkan,Kharif,Soybean,2331.41,3838.19,28.1,67.98,6.08,70.98,39.07,29.59,50.0,0.629,1466.79
2020,Sangli,Western Maharashtra,Rabi,Wheat,5157.16,425.33,25.38,72.86,6.95,76.04,51.7,15.38,50.0,2.045,10548.65
2007,Latur,Marathwada,Kharif,Maize,556.78,547.39,27.76,63.4,7.12,105.72,45.79,14.06,50.0,2.244,1249.29
2007,Yavatmal,Vidarbha,Kharif,Bajra,303.08,1121.82,28.62,60.0,6.9,32.35,17.71,26.6,50.0,0.63,191.01
2000,Solapur,Western Maharashtra,Kharif,Cotton,1702.13,734.52,27.55,86.67,7.19,89.22,32.43,41.32,50.0,1.667,2837.93
2015,Amravati,Vidarbha,Kharif,Rice,569.51,857.4,28.1,81.28,7.35,140.21,44.77,24.43,55.27,2.614,1488.55
2001,Latur,Marathwada,Kharif,Gram,1991.43,865.37,28.43,57.64,7.47,45.6,11.29,37.69,50.0,0.284,565.8
2005,Parbhani,Marathwada,Rabi,Soybean,461.35,709.69,26.4,48.49,6.2,66.47,32.95,15.56,50.0,1.469,677.72
2012,Nanded,Marathwada,Kharif,Gram,3504.51,1179.76,24.82,80.12,7.77,49.16,10.0,34.86,50.0,0.2,700.9
2016,Pune,Western Maharashtra,Kharif,Bajra,1265.23,385.45,25.86,62.3,7.69,44.64,28.8,10.0,50.0,0.652,825.52
2024,Sindhudurg,Konkan,Rabi,Wheat,2198.51,2025.07,29.37,58.85,6.19,65.74,37.0,10.0,50.0,0.273,599.89
2010,Pune,Western Maharashtra,Kharif,Onion,319.88,838.66,26.23,52.03,7.46,86.63,26.79,18.88,50.0,8.933,2857.34
2018,Wardha,Vidarbha,Kharif,Jowar,685.99,616.09,26.39,60.14,6.84,34.96,16.52,10.0,50.0,1.407,965.07
2007,Gondia,Vidarbha,Kharif,Maize,972.29,1281.4,22.65,60.05,6.1,90.31,36.1,32.29,50.0,1.996,1940.56
2006,Jalna,Marathwada,Kharif,Rice,2410.66,746.76,27.94,71.43,7.23,129.33,58.3,19.82,60.04,2.66,6412.74
2014,Sangli,Western Maharashtra,Rabi,Maize,1295.76,546.58,24.45,52.57,6.61,95.97,34.61,35.94,50.0,3.411,4420.1
2002,Jalgaon,Khandesh,Rabi,Wheat,597.97,650.07,30.61,70.82,6.93,86.6,49.75,10.0,50.0,0.578,345.54
2000,Nashik,Western Maharashtra,Kharif,Maize,241.41,628.43,30.08,60.44,6.59,123.66,37.49,23.88,50.0,1.482,357.67
2025,Bhandara,Vidarbha,Kharif,Rice,1465.91,986.55,29.91,70.85,6.12,117.28,51.43,10.01,50.0,2.538,3720.6
2007,Akola,Vidarbha,Rabi,Onion,417.26,422.79,26.52,58.24,6.68,51.34,46.46,10.0,50.0,16.81,7014.18
2006,Chandrapur,Vidarbha,Kharif,Cotton,1577.09,808.44,31.22,62.01,6.71,115.47,34.69,27.53,50.0,1.925,3035.96
2023,Thane,Konkan,Rabi,Rice,435.3,2766.15,29.6,67.16,7.45,99.29,53.61,45.94,54.52,1.363,593.49
2002,Satara,Western Maharashtra,Kharif,Wheat,243.89,947.77,28.76,50.14,6.76,85.38,46.2,10.0,50.0,0.664,162.02
2005,Sindhudurg,Konkan,Kharif,Maize,1337.54,2629.41,31.4,60.63,6.46,60.81,46.68,11.33,50.0,0.613,819.84
2004,Nandurbar,Khandesh,Kharif,Cotton,627.86,838.25,25.54,55.16,7.07,54.21,60.19,19.57,50.0,1.899,1192.06
2009,Amravati,Vidarbha,Rabi,Wheat,1055.43,657.41,26.21,59.11,7.01,69.81,36.32,10.0,50.0,1.685,1778.15
2002,Parbhani,Marathwada,Kharif,Onion,182.52,807.0,25.12,58.28,6.6,82.94,54.64,11.8,50.0,20.009,3652.08
2000,Jalgaon,Khandesh,Kharif,Jowar,1728.4,1067.57,25.94,65.37,7.3,65.85,36.18,30.65,50.0,0.776,1341.51
2003,Pune,Western Maharashtra,Kharif,Maize,347.84,587.27,26.75,57.71,7.23,89.93,39.5,10.0,50.0,2.213,769.69
2012,Jalgaon,Khandesh,Kharif,Bajra,623.22,592.73,34.12,72.52,6.83,77.51,29.55,21.45,50.0,0.636,396.27
2012,Solapur,Western Maharashtra,Kharif,Cotton,449.84,579.56,30.11,66.08,6.98,78.73,35.14,30.63,50.0,1.657,745.51
2010,Washim,Vidarbha,Kharif,Jowar,2884.03,645.6,24.67,50.79,7.28,90.09,41.8,14.34,50.0,1.141,3289.32
2015,Kolhapur,Western Maharashtra,Kharif,Sugarcane,2265.75,1574.97,25.57,56.36,5.82,176.7,54.99,40.66,50.0,39.83,90243.99
2023,Chandrapur,Vidarbha,Rabi,Rice,648.58,1441.54,24.22,62.59,6.68,136.01,58.14,30.34,50.0,2.938,1905.6
2005,Mumbai Suburban,Konkan,Kharif,Cotton,1824.62,1919.51,26.75,58.89,7.28,73.85,37.41,27.97,50.0,0.902,1646.07
2019,Latur,Marathwada,Kharif,Maize,404.58,573.36,29.82,53.84,7.49,92.46,38.01,24.05,50.0,1.129,456.87
2007,Jalna,Marathwada,Kharif,Maize,750.88,640.67,27.93,60.51,6.95,77.99,30.57,30.32,50.0,2.752,2066.41
2019,Pune,Western Maharashtra,Kharif,Soybean,1544.21,586.64,30.33,61.98,5.95,70.19,24.04,24.93,50.0,0.814,1257.69
2024,Bhandara,Vidarbha,Kharif,Rice,1084.6,1245.7,26.86,63.76,6.03,140.43,57.75,32.82,50.0,2.926,3173.06
2008,Gadchiroli,Vidarbha,Kharif,Maize,1585.71,1054.99,25.78,65.13,5.69,93.62,38.99,19.97,50.0,1.412,2239.68
2001,Mumbai Suburban,Konkan,Kharif,Onion,1295.54,1852.49,26.3,73.95,6.94,68.93,54.31,31.26,50.0,8.05,10429.29
2002,Thane,Konkan,Rabi,Bajra,2119.16,2003.06,30.08,66.9,6.86,54.25,18.1,10.0,50.0,0.546,1156.35
2009,Chandrapur,Vidarbha,Kharif,Gram,156.28,912.26,26.63,56.31,6.56,42.33,19.14,10.0,50.0,0.533,83.35
2009,Satara,Western Maharashtra,Kharif,Soybean,365.94,1282.87,27.17,54.58,6.37,75.5,29.45,10.0,50.0,1.144,418.72
2004,Beed,Marathwada,Rabi,Gram,453.62,685.52,29.92,58.8,7.49,55.91,35.26,21.39,50.0,0.2,90.72
2024,Chandrapur,Vidarbha,Kharif,Onion,424.58,1658.84,28.76,70.15,6.85,79.42,44.37,12.04,50.0,5.7,2420.29
2013,Buldhana,Vidarbha,Rabi,Rice,4673.81,531.5,24.69,56.63,6.8,138.98,34.23,21.33,50.0,2.287,10689.23
2014,Ahmednagar,Western Maharashtra,Rabi,Rice,2838.53,463.84,24.02,51.24,6.67,116.46,54.17,54.73,56.09,1.882,5342.82
2013,Gadchiroli,Vidarbha,Kharif,Rice,371.08,1583.69,26.64,59.99,6.45,166.23,48.54,10.0,60.05,3.702,1373.69
2024,Chandrapur,Vidarbha,Rabi,Gram,726.81,1080.92,27.65,72.74,6.12,28.91,36.73,32.3,50.0,0.257,187.01
2002,Thane,Konkan,Rabi,Jowar,953.36,3017.32,27.83,64.49,6.31,69.57,28.6,20.97,50.0,0.769,733.18
2003,Hingoli,Marathwada,Kharif,Jowar,605.43,560.9,26.7,53.95,6.35,54.65,24.68,28.62,50.0,1.691,1023.81
2005,Nagpur,Vidarbha,Kharif,Sugarcane,1169.39,1240.03,27.01,52.37,7.26,171.64,52.06,31.51,56.69,68.769,80418.29
2000,Sangli,Western Maharashtra,Kharif,Onion,886.03,395.49,28.05,46.74,6.52,71.4,55.06,11.19,50.0,8.678,7689.18
2014,Satara,Western Maharashtra,Kharif,Rice,826.37,882.69,25.84,65.02,6.9,108.64,55.08,50.87,50.0,2.91,2404.41
2019,Yavatmal,Vidarbha,Kharif,Rice,798.26,798.05,28.61,70.47,6.97,69.29,46.06,46.12,50.0,3.039,2426.17
2007,Solapur,Western Maharashtra,Rabi,Maize,688.55,532.89,24.62,59.58,7.24,54.99,52.83,11.37,50.0,1.848,1272.38
2008,Buldhana,Vidarbha,Kharif,Jowar,522.25,661.23,27.15,73.34,6.66,67.06,37.08,23.49,50.0,1.622,847.01
2007,Thane,Konkan,Kharif,Sugarcane,509.37,3272.1,31.32,70.88,6.8,198.07,63.39,45.24,58.04,30.687,15630.99
2007,Buldhana,Vidarbha,Rabi,Gram,832.77,480.8,25.76,58.27,7.16,59.5,23.94,12.64,50.0,0.752,626.46
2024,Ratnagiri,Konkan,Kharif,Bajra,325.62,2872.61,27.2,72.94,6.14,34.92,24.51,25.25,50.0,0.498,162.07
2015,Palghar,Konkan,Kharif,Maize,239.66,2306.73,27.19,56.31,6.42,103.79,35.5,17.41,50.0,1.317,315.65
2022,Sangli,Western Maharashtra,Kharif,Gram,538.69,695.49,28.51,45.18,7.48,43.47,13.57,20.42,50.0,0.272,146.79
2015,Satara,Western Maharashtra,Kharif,Rice,2358.84,838.77,25.64,61.1,6.29,139.62,57.16,27.81,53.82,2.66,6273.75
2013,Nagpur,Vidarbha,Rabi,Gram,670.52,456.41,27.29,56.18,6.4,58.24,20.65,11.9,50.0,0.563,377.62
2004,Jalgaon,Khandesh,Kharif,Wheat,298.66,873.45,28.3,63.52,7.32,98.03,54.46,14.21,50.0,0.466,139.08
2015,Buldhana,Vidarbha,Kharif,Onion,1579.6,657.3,28.97,66.49,6.93,111.02,36.59,10.0,50.0,11.115,17557.83
2011,Jalna,Marathwada,Kharif,Rice,1518.85,593.84,28.52,80.74,7.05,90.82,67.03,34.65,64.28,2.817,4278.43
2000,Yavatmal,Vidarbha,Rabi,Sugarcane,671.06,808.34,28.81,61.75,6.67,184.43,64.99,74.9,53.27,71.853,48217.88
2015,Wardha,Vidarbha,Kharif,Bajra,1636.04,950.58,31.22,59.84,6.72,28.1,32.06,23.89,50.0,0.694,1135.06
2009,Palghar,Konkan,Rabi,Onion,365.73,1307.32,23.98,66.07,6.66,66.56,47.48,13.54,50.0,9.197,3363.58
2008,Palghar,Konkan,Kharif,Rice,524.71,2631.65,27.67,44.89,6.99,109.86,61.41,44.3,50.0,2.795,1466.71
2022,Nandurbar,Khandesh,Rabi,Wheat,1634.59,862.33,25.34,71.91,6.58,77.72,48.73,10.0,51.75,1.344,2197.47
2001,Dhule,Khandesh,Kharif,Onion,573.32,487.98,26.1,55.9,6.29,66.76,43.08,37.63,50.0,14.576,8356.56
2014,Jalgaon,Khandesh,Rabi,Sugarcane,339.7,960.78,27.63,72.91,7.15,153.46,53.05,37.71,87.68,60.239,20463.49
2013,Ahmednagar,Western Maharashtra,Kharif,Jowar,645.88,679.59,30.45,62.37,6.96,84.89,43.71,10.0,50.0,0.969,625.57
2006,Nagpur,Vidarbha,Kharif,Rice,690.85,1290.4,28.33,56.9,7.15,116.26,62.43,25.39,73.74,3.27,2258.74
2023,Thane,Konkan,Rabi,Gram,994.28,1886.37,28.43,44.08,6.81,47.87,15.54,26.1,50.0,0.219,218.03
2015,Jalna,Marathwada,Rabi,Cotton,319.29,736.5,27.15,56.89,7.68,58.09,38.56,28.19,51.15,1.162,371.02
2018,Sindhudurg,Konkan,Rabi,Maize,1250.99,3622.17,23.97,65.81,6.0,86.84,54.26,10.0,50.0,0.951,1189.52
2020,Nashik,Western Maharashtra,Kharif,Soybean,847.59,767.68,27.77,63.83,6.6,88.41,25.76,22.39,50.0,1.875,1589.1
2007,Ratnagiri,Konkan,Rabi,Bajra,378.09,3242.95,27.71,58.77,6.48,55.06,12.46,40.73,50.0,0.715,270.48
2005,Mumbai Suburban,Konkan,Kharif,Soybean,2161.01,2682.66,29.94,60.45,6.62,42.63,38.07,20.54,50.0,0.578,1249.16
2006,Dhule,Khandesh,Kharif,Sugarcane,366.87,651.73,27.47,60.98,6.93,188.06,56.05,50.67,60.06,58.247,21368.99
2018,Ahmednagar,Western Maharashtra,Kharif,Cotton,820.19,474.89,24.53,55.91,6.42,111.73,16.4,28.27,56.18,1.401,1149.35
2006,Sindhudurg,Konkan,Rabi,Cotton,437.56,2741.64,28.7,56.47,6.25,63.69,32.75,45.79,50.0,0.764,334.44
2011,Kolhapur,Western Maharashtra,Rabi,Cotton,708.14,1741.7,28.64,65.08,6.74,103.0,41.84,35.77,53.58,1.194,845.69
2015,Osmanabad,Marathwada,Kharif,Gram,442.39,756.89,23.45,56.79,7.3,33.95,25.41,19.2,50.0,0.731,323.56
2018,Gondia,Vidarbha,Kharif,Maize,476.88,1358.39,27.09,51.65,6.11,92.13,46.83,28.71,50.0,1.554,740.87
2024,Osmanabad,Marathwada,Kharif,Maize,1693.19,853.65,28.84,78.12,6.95,78.44,41.18,30.62,50.0,2.137,3617.92
2001,Palghar,Konkan,Rabi,Bajra,320.61,1720.09,25.75,36.71,5.86,50.69,34.16,20.16,50.0,0.386,123.84
2005,Satara,Western Maharashtra,Kharif,Sugarcane,933.76,930.73,26.61,45.21,6.15,186.43,64.89,41.22,77.44,67.202,62750.26
2009,Nandurbar,Khandesh,Rabi,Maize,717.82,476.67,26.63,65.8,7.12,57.79,18.99,54.89,56.74,2.182,1566.26
2011,Gadchiroli,Vidarbha,Rabi,Cotton,641.16,1505.49,26.39,55.43,5.99,79.9,33.33,49.69,50.0,0.673,431.79
2019,Jalgaon,Khandesh,Rabi,Bajra,482.65,531.36,25.47,73.47,6.7,33.48,31.81,29.52,50.0,1.233,594.92
2010,Parbhani,Marathwada,Kharif,Wheat,1255.52,870.5,21.87,70.84,6.67,103.82,55.62,10.0,50.0,1.719,2158.6
2022,Beed,Marathwada,Kharif,Wheat,1053.38,694.83,27.8,71.11,7.16,91.48,17.32,32.98,50.0,1.059,1115.41
2016,Ratnagiri,Konkan,Kharif,Bajra,1219.86,3587.77,26.16,66.03,6.25,43.11,12.46,35.24,50.0,0.424,517.18
2003,Jalna,Marathwada,Rabi,Gram,1244.1,687.85,28.83,76.5,8.13,37.14,32.52,27.19,50.0,0.2,248.82
2007,Solapur,Western Maharashtra,Kharif,Wheat,4369.36,535.51,24.97,62.53,6.85,85.67,40.1,27.03,54.9,2.58,11271.51
2013,Sangli,Western Maharashtra,Kharif,Soybean,1215.04,585.12,25.46,47.53,7.55,62.83,50.87,43.93,50.0,1.05,1276.01
2011,Kolhapur,Western Maharashtra,Kharif,Wheat,3409.03,1336.9,25.07,45.84,6.86,73.26,44.84,10.0,50.0,0.95,3237.46
2015,Ratnagiri,Konkan,Rabi,Gram,175.64,3450.32,24.85,66.71,5.78,51.65,23.88,11.16,50.0,0.237,41.71
2018,Yavatmal,Vidarbha,Kharif,Maize,187.34,809.5,25.41,65.94,7.08,81.17,23.57,13.12,50.0,2.964,555.2
2014,Akola,Vidarbha,Kharif,Soybean,1503.1,356.98,28.91,66.07,7.34,57.42,39.78,11.59,50.0,0.904,1359.2
2001,Nashik,Western Maharashtra,Rabi,Bajra,486.93,745.13,23.28,61.48,6.43,64.72,12.12,31.66,50.0,0.648,315.33
2016,Amravati,Vidarbha,Kharif,Soybean,441.68,891.72,28.2,63.8,7.56,66.51,54.81,10.49,50.0,0.865,382.19
2001,Aurangabad,Marathwada,Kharif,Cotton,607.16,601.92,30.42,66.68,7.32,78.23,32.62,23.44,50.0,1.389,843.56
2003,Thane,Konkan,Kharif,Sugarcane,780.41,2193.94,26.24,56.29,6.41,174.92,57.82,33.61,50.0,51.753,40388.33
2006,Osmanabad,Marathwada,Rabi,Onion,690.19,614.74,28.26,61.74,7.24,97.64,46.22,10.0,50.0,11.525,7954.58
2003,Palghar,Konkan,Kharif,Jowar,932.73,2437.41,25.55,58.78,6.98,59.41,10.0,22.04,50.0,0.739,689.46
2005,Bhandara,Vidarbha,Kharif,Gram,904.91,995.69,27.75,63.35,6.14,18.71,28.31,10.0,50.0,0.291,263.59
2019,Ratnagiri,Konkan,Rabi,Onion,681.01,2831.5,22.33,44.29,5.86,75.65,33.62,18.71,50.0,5.115,3483.57
2013,Wardha,Vidarbha,Kharif,Cotton,383.91,1387.92,29.05,67.81,7.01,114.16,41.32,51.57,50.0,1.324,508.19
2007,Mumbai Suburban,Konkan,Kharif,Sugarcane,543.28,2564.84,25.78,65.35,6.65,170.7,61.92,40.68,50.28,46.685,25363.4
2006,Bhandara,Vidarbha,Rabi,Cotton,635.01,1095.96,27.06,79.46,6.55,105.93,46.78,25.22,50.0,1.765,1121.09
2015,Yavatmal,Vidarbha,Kharif,Gram,753.24,593.28,27.48,46.92,6.79,65.78,18.42,22.93,50.0,0.608,458.17
2022,Latur,Marathwada,Rabi,Jowar,2090.85,751.37,26.89,59.49,7.11,64.73,31.45,10.0,50.0,1.463,3058.25
2011,Bhandara,Vidarbha,Rabi,Bajra,725.28,1188.52,26.48,59.48,6.61,66.76,28.52,28.2,50.0,0.591,428.79
2006,Sangli,Western Maharashtra,Kharif,Cotton,526.33,571.3,26.8,42.14,6.61,101.51,66.6,22.95,55.36,1.589,836.39
2020,Parbhani,Marathwada,Rabi,Sugarcane,363.28,873.91,27.92,71.75,7.14,185.49,59.74,25.77,53.24,62.92,22857.56
2002,Solapur,Western Maharashtra,Kharif,Gram,3432.11,640.71,28.27,72.2,7.11,48.17,19.88,10.02,50.0,0.444,1525.43
2020,Mumbai Suburban,Konkan,Kharif,Jowar,1173.67,2711.47,27.74,71.09,6.5,104.05,41.78,10.0,50.0,0.8,938.48
2007,Wardha,Vidarbha,Rabi,Maize,778.02,1181.5,25.63,65.19,7.19,90.25,25.53,12.35,50.0,1.791,1393.73
2024,Parbhani,Marathwada,Kharif,Sugarcane,437.32,542.0,26.86,58.25,6.87,163.43,61.79,46.33,64.31,60.694,26542.49
2017,Aurangabad,Marathwada,Kharif,Maize,556.19,561.05,28.92,72.94,7.75,62.97,37.26,23.82,50.0,0.958,532.89
2012,Amravati,Vidarbha,Kharif,Sugarcane,463.51,602.07,29.98,55.87,7.32,167.52,39.53,50.94,59.95,47.517,22024.81
2010,Beed,Marathwada,Kharif,Sugarcane,405.38,517.79,29.73,49.68,8.27,201.41,63.13,28.18,58.42,10.249,4154.67
2017,Hingoli,Marathwada,Kharif,Bajra,833.36,1001.43,25.66,68.86,7.4,37.18,35.8,41.47,50.0,0.379,316.07
2019,Wardha,Vidarbha,Rabi,Maize,482.3,791.84,26.39,55.17,7.0,94.8,52.84,39.64,50.0,2.794,1347.76
2011,Parbhani,Marathwada,Kharif,Soybean,427.17,655.49,28.3,43.65,6.93,57.85,35.72,27.43,50.0,1.49,636.46
2012,Washim,Vidarbha,Kharif,Soybean,395.84,710.8,28.31,64.84,7.19,58.05,67.83,10.0,50.0,1.315,520.44
2021,Mumbai Suburban,Konkan,Kharif,Soybean,812.46,2496.98,25.65,69.47,6.7,87.93,25.15,26.38,50.0,0.869,705.71
2017,Nagpur,Vidarbha,Kharif,Onion,514.89,1240.59,29.35,46.76,7.1,76.72,33.93,10.0,50.0,4.625,2381.28
2007,Sindhudurg,Konkan,Rabi,Bajra,921.45,4284.35,24.84,75.87,6.8,57.38,10.0,13.01,50.0,0.472,434.66
2022,Nagpur,Vidarbha,Kharif,Bajra,1573.64,948.12,24.0,52.56,6.34,100.23,31.68,17.81,50.0,0.566,891.45
2011,Beed,Marathwada,Kharif,Cotton,754.65,460.08,26.19,69.86,6.63,98.0,43.06,10.0,50.0,1.656,1249.44
2021,Sindhudurg,Konkan,Rabi,Cotton,189.37,2604.47,23.77,61.48,6.78,96.46,35.5,21.67,50.0,0.75,141.98
2020,Wardha,Vidarbha,Kharif,Rice,1392.47,1242.17,29.16,61.63,7.04,108.68,50.36,40.62,50.0,3.134,4363.58
2021,Latur,Marathwada,Kharif,Cotton,366.74,667.65,29.11,65.73,7.37,74.34,28.54,44.06,50.0,1.632,598.57
2022,Ahmednagar,Western Maharashtra,Kharif,Wheat,403.47,408.21,22.3,63.6,7.14,88.71,47.7,25.22,50.0,2.414,974.11
2010,Yavatmal,Vidarbha,Kharif,Maize,502.08,1001.49,26.8,60.89,6.63,89.9,43.38,24.74,50.0,2.673,1341.82
2021,Yavatmal,Vidarbha,Kharif,Onion,740.19,832.79,26.99,50.93,6.03,82.0,28.06,10.0,50.0,12.316,9116.01
2012,Bhandara,Vidarbha,Rabi,Sugarcane,885.64,950.45,27.4,58.1,7.31,178.62,65.4,22.41,61.38,50.18,44441.78
2015,Wardha,Vidarbha,Kharif,Onion,2852.41,855.92,28.52,57.8,7.94,82.2,33.03,23.21,50.0,4.194,11961.66
2012,Sangli,Western Maharashtra,Kharif,Cotton,561.35,612.9,31.86,54.23,7.02,68.15,22.31,31.94,60.49,1.307,733.5
2008,Amravati,Vidarbha,Kharif,Wheat,371.35,387.28,30.09,44.2,6.74,64.59,32.98,13.47,50.0,0.652,242.11
2025,Solapur,Western Maharashtra,Kharif,Cotton,753.16,604.41,29.75,55.15,7.09,87.02,23.09,24.9,50.0,1.863,1403.02
2015,Gadchiroli,Vidarbha,Kharif,Bajra,1740.71,1437.75,27.34,64.69,6.06,57.86,20.6,10.1,50.0,0.62,1080.01
2008,Jalgaon,Khandesh,Rabi,Rice,1537.03,493.15,29.97,74.4,6.55,117.91,45.56,38.31,55.67,2.869,4409.74
2005,Latur,Marathwada,Rabi,Onion,186.89,782.72,22.74,78.72,6.82,88.55,43.82,23.02,50.0,18.293,3418.71
2009,Hingoli,Marathwada,Kharif,Jowar,2114.92,728.08,27.79,38.81,6.8,31.08,36.72,40.76,50.0,1.262,2668.37
2024,Ratnagiri,Konkan,Kharif,Sugarcane,262.52,2769.89,26.08,66.8,6.06,200.84,61.2,33.91,60.39,31.562,8285.73
2013,Nagpur,Vidarbha,Kharif,Bajra,205.66,974.67,30.41,72.86,6.42,41.58,12.34,21.73,50.0,0.671,137.9
2003,Nashik,Western Maharashtra,Kharif,Bajra,116.4,269.58,23.12,59.36,6.65,61.61,37.99,10.0,50.0,0.631,73.42
2005,Hingoli,Marathwada,Kharif,Cotton,913.84,626.8,23.53,63.78,7.54,92.96,31.83,53.08,51.56,0.808,738.27
2024,Jalgaon,Khandesh,Kharif,Rice,618.84,607.06,25.62,55.82,7.12,89.07,48.91,22.1,50.0,2.006,1241.55
2008,Nashik,Western Maharashtra,Rabi,Sugarcane,780.07,792.24,26.45,55.57,6.21,190.05,66.45,31.27,74.52,58.617,45725.54
2025,Washim,Vidarbha,Kharif,Soybean,1362.7,485.88,37.22,52.13,6.98,65.76,44.92,45.08,50.0,0.2,272.54
2013,Thane,Konkan,Kharif,Onion,1422.62,2592.67,24.31,58.61,6.78,84.42,52.41,12.47,50.0,8.904,12666.97
2008,Beed,Marathwada,Kharif,Sugarcane,872.19,509.32,25.67,45.24,7.76,157.66,65.44,16.48,59.04,24.047,20973.7
2016,Akola,Vidarbha,Rabi,Maize,1299.98,787.07,30.85,63.78,6.82,70.25,46.19,22.7,50.0,1.601,2081.56
2018,Beed,Marathwada,Rabi,Soybean,763.58,483.47,26.58,54.12,7.71,67.42,48.45,23.26,50.0,0.83,633.8
2020,Sindhudurg,Konkan,Kharif,Gram,1043.66,2772.03,24.71,52.11,6.51,72.49,24.45,21.52,50.0,0.44,458.91
2018,Yavatmal,Vidarbha,Kharif,Jowar,1688.26,794.97,26.67,52.92,6.94,57.58,26.65,10.0,50.0,1.428,2411.15
2025,Jalgaon,Khandesh,Rabi,Cotton,2071.47,829.64,26.7,80.13,6.84,94.84,36.12,34.41,50.0,2.405,4981.34
2004,Raigad,Konkan,Rabi,Bajra,439.44,3142.1,25.46,65.81,6.06,62.66,40.73,12.85,50.0,0.417,183.14
